,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300339,润和软件,0.09,-35.71,,1.84,,6529.17,30.58,,08-23
1,300376,易事特,0.14,-54.84,,8.33,,31745.33,106.32,,08-23
2,300513,恒泰实达,0.08,-47.28,,1.77,,970.42,6.6,,08-23
3,002141,贤丰控股,0.0,-75.65,,0.41,,536.46,21.19,,08-23
4,300555,路通视信,0.11,-73.17,3.04,3.45,,2102.18,-14.67,,08-23
5,600461,洪城水业,0.16,-52.94,,3.97,,12484.25,-8.51,,08-23
6,002208,合肥城建,0.1,-56.03,,1.86,,3082.42,-56.03,,08-23
7,002806,华锋股份,0.08,-63.55,,3.06,,1090.71,-18.5,,08-23
8,002259,升达林业,0.01,0.0,,0.53,,889.24,14.17,,08-23
9,002878,元隆雅图,0.61,12.96,,12.87,,3659.44,20.12,,08-23
10,002348,高乐股份,0.03,33.2,,2.43,,3044.19,33.21,,08-23
11,601369,陕鼓动力,0.08,-27.27,,2.16,,13163.79,-26.68,,08-23
12,002528,英飞拓,0.03,-163.48,,0.92,,2639.79,-171.81,,08-23
13,300421,力星股份,0.28,18.61,,3.13,,3644.44,38.21,,08-23
14,603616,韩建河山,-0.1,-54.38,,-3.4,,-2873.41,-8.7,,08-23
15,603816,顾家家居,0.94,14.63,,10.83,,38798.71,42.61,,08-23
16,002329,皇氏集团,0.11,-11.62,,3.21,,8916.99,-11.66,,08-23
17,002357,富临运业,0.2,2.21,,6.1,,6369.45,2.19,,08-23
18,002389,南洋科技,0.08,-11.11,,1.58,,5471.58,-18.18,,08-23
19,300139,晓程科技,0.0,-90.2,,0.06,,80.57,-88.97,,08-23
20,002573,清新环境,0.29,16.0,,8.34,,31570.56,17.44,,08-23
21,603227,雪峰科技,-0.0,-112.5,,-0.21,,-230.65,-122.25,,08-23
22,002058,威尔泰,-0.03,113.33,,-2.49,,-461.04,116.21,,08-23
23,002100,天康生物,0.2,0.0,,7.01,,18975.24,-1.14,,08-23
24,002246,北化股份,0.06,-33.33,,2.07,,2568.91,-33.61,,08-23
25,002871,伟隆股份,0.54,28.57,,8.56,,2890.39,36.42,,08-23
26,300009,安科生物,0.16,1.31,,8.31,,11573.85,35.98,,08-23
27,002337,赛象科技,0.08,-300.0,,3.86,,4660.38,-295.06,,08-23
28,002366,台海核电,0.98,50.77,,21.36,,42581.92,50.4,,08-23
29,002481,双塔食品,0.03,-31.2,,1.65,,4340.33,-33.9,,08-23
30,600122,宏图高科,0.19,57.56,,2.82,,22018.19,58.07,,08-23
31,603018,中设集团,0.58,31.82,,6.18,,12064.61,30.59,,08-23
32,002580,圣阳股份,0.05,-58.33,,1.39,,1663.99,-38.49,,08-23
33,600200,江苏吴中,0.09,1433.33,,2.23,,6613.81,1563.82,,08-23
34,002655,共达电声,0.01,-50.0,,0.73,,472.44,-39.34,,08-23
35,002175,东方网络,0.07,-20.17,,3.43,,5099.81,131.01,,08-23
36,300626,华瑞股份,0.26,23.81,4.54,7.14,,2597.73,67.18,,08-23
37,002232,启明信息,0.01,390.0,,0.57,,602.43,397.52,,08-23
38,002464,金利科技,0.35,9.38,,6.81,,8244.05,77.42,,08-23
39,601368,绿城水务,0.22,45.73,,5.66,,16199.14,45.68,,08-23
40,601595,上海电影,0.29,-34.09,,5.42,,10672.55,-13.1,,08-23
41,300347,泰格医药,0.24,40.71,,6.33,,11962.95,53.07,10派1,08-23
42,002687,乔治白,0.1,-9.09,,3.65,,3591.89,-4.69,,08-23
43,002816,和科达,0.08,-48.42,,1.64,,846.88,-31.25,,08-23
44,002839,张家港行,0.2,0.0,,4.51,,35174.55,5.56,,08-23
45,002861,瀛通通讯,0.44,37.16,,6.1,,4487.93,51.85,,08-23
46,603985,恒润股份,0.76,20.07,,8.91,,4800.02,26.74,,08-23
47,600684,珠江实业,0.32,45.45,,8.53,,22979.56,44.98,,08-23
48,002388,新亚制程,0.13,2500.0,,8.57,,5177.0,2443.11,,08-23
49,603139,康惠制药,0.25,-10.71,,3.2,,2052.7,-3.16,,08-23
50,002646,青青稞酒,0.24,-29.19,,4.2,,10578.13,-29.2,,08-23
51,603226,菲林格尔,0.51,13.33,,9.91,,3323.65,14.61,10派1.8,08-23
52,002056,横店东磁,0.14,-46.0,,5.44,,22178.51,7.23,,08-23
53,002700,新疆浩源,0.09,0.0,,3.99,,3655.89,-7.42,,08-23
54,600444,国机通用,0.07,-181.4,,3.28,,1025.32,-181.54,,08-23
55,603838,四通股份,0.1,-9.09,,4.19,,2769.5,-7.62,,08-23
56,002305,南国置业,0.01,90.91,,0.24,,1099.96,130.03,,08-23
57,000757,浩物股份,0.05,25.0,,3.71,,2164.9,30.18,,08-23
58,002479,富春环保,0.25,61.46,,6.81,,19852.15,61.47,,08-23
59,000911,南宁糖业,-0.22,-64.52,,-4.65,,-7258.36,-63.82,,08-23
60,300566,激智科技,0.3,-6.25,,3.64,,2415.72,25.48,,08-23
61,603696,安记食品,0.14,-12.5,,2.43,,1699.46,-11.33,,08-23
62,600800,天津磁卡,-0.05,-8.94,,-32.49,,-3303.28,-8.87,,08-23
63,601101,昊华能源,0.4,-433.33,,6.95,,48036.21,-436.32,,08-23
64,000767,漳泽电力,-0.2,276.83,,-7.06,,-60052.01,414.02,,08-23
65,002545,东方铁塔,0.06,-24.6,,1.07,,7383.05,27.05,,08-23
66,603598,引力传媒,0.08,14.29,,3.41,,2061.3,5.5,,08-23
67,300617,安靠智电,0.64,-16.77,,5.94,,3916.65,2.13,,08-23
68,002858,力盛赛车,-0.06,-40.1,,-1.68,,-370.2,-19.57,,08-23
69,300161,华中数控,0.02,-108.09,,0.28,,307.97,-108.55,,08-23
70,000728,国元证券,0.17,-34.62,,2.46,,51371.83,0.62,,08-23
71,002073,软控股份,0.07,250.0,,1.35,,6166.97,238.83,,08-23
72,002181,粤传媒,-0.04,-39.75,,-1.33,,-5015.23,-39.79,,08-23
73,002234,民和股份,-0.6,-217.65,,-19.44,,-18254.52,-218.13,,08-23
74,002865,钧达股份,0.21,-8.7,,3.32,,2145.69,3.7,,08-23
75,002330,得利斯,0.0,-93.13,,0.08,,111.96,-92.99,,08-23
76,300142,沃森生物,-0.03,-75.0,,-1.35,,-4301.62,-73.43,,08-23
77,300171,东富龙,0.13,-42.82,,2.77,,8204.08,-42.48,,08-23
78,300205,天喻信息,0.07,-16.1,,2.59,,2957.97,-16.1,,08-23
79,002473,*ST圣莱,-0.08,10.0,,-3.48,,-1229.89,5.64,,08-23
80,601177,杭齿前进,0.01,-55.08,,0.26,,423.02,-55.15,,08-23
81,002502,骅威文化,0.18,-14.29,,4.72,,15252.12,71.84,,08-23
82,300310,宜通世纪,0.13,-35.0,,4.15,,10339.77,21.98,,08-23
83,002609,捷顺科技,0.09,7.72,,2.68,,5668.16,21.2,,08-23
84,300393,中来股份,0.84,86.67,,14.78,,15386.17,89.63,10派1.5,08-23
85,002089,新海宜,0.04,-28.55,,2.91,,5602.07,42.67,,08-23
86,600531,豫光金铅,0.08,93.83,,2.79,,8560.06,138.54,,08-23
87,002280,联络互动,0.01,-88.89,,0.51,,3145.39,-83.78,,08-23
88,300042,朗科科技,0.17,15.48,,2.57,,2282.08,15.46,,08-23
89,002370,亚太药业,0.38,22.58,,4.55,,10160.73,58.79,10转10,08-23
90,000900,现代投资,0.4,18.82,,5.12,,40687.45,18.83,,08-23
91,002537,海联金汇,0.14,-26.32,,2.67,,17788.52,216.64,,08-23
92,002060,粤水电,0.04,-49.88,,1.87,,5142.0,0.19,,08-23
93,002259,升达林业,0.01,0.0,,0.53,,889.24,14.17,,08-23
94,002878,元隆雅图,0.61,12.96,,12.87,,3659.44,20.12,,08-23
95,002348,高乐股份,0.03,33.2,,2.43,,3044.19,33.21,,08-23
96,601369,陕鼓动力,0.08,-27.27,,2.16,,13163.79,-26.68,,08-23
97,300339,润和软件,0.09,-35.71,,1.84,,6529.17,30.58,,08-23
98,300376,易事特,0.14,-54.84,,8.33,,31745.33,106.32,,08-23
99,300513,恒泰实达,0.08,-47.28,,1.77,,970.42,6.6,,08-23
100,002141,贤丰控股,0.0,-75.65,,0.41,,536.46,21.19,,08-23
101,300555,路通视信,0.11,-73.17,3.04,3.45,,2102.18,-14.67,,08-23
102,600461,洪城水业,0.16,-52.94,,3.97,,12484.25,-8.51,,08-23
103,002208,合肥城建,0.1,-56.03,,1.86,,3082.42,-56.03,,08-23
104,002806,华锋股份,0.08,-63.55,,3.06,,1090.71,-18.5,,08-23
105,002329,皇氏集团,0.11,-11.62,,3.21,,8916.99,-11.66,,08-23
106,002357,富临运业,0.2,2.21,,6.1,,6369.45,2.19,,08-23
107,002389,南洋科技,0.08,-11.11,,1.58,,5471.58,-18.18,,08-23
108,300139,晓程科技,0.0,-90.2,,0.06,,80.57,-88.97,,08-23
109,002528,英飞拓,0.03,-163.48,,0.92,,2639.79,-171.81,,08-23
110,300421,力星股份,0.28,18.61,,3.13,,3644.44,38.21,,08-23
111,603616,韩建河山,-0.1,-54.38,,-3.4,,-2873.41,-8.7,,08-23
112,603816,顾家家居,0.94,14.63,,10.83,,38798.71,42.61,,08-23
113,002246,北化股份,0.06,-33.33,,2.07,,2568.91,-33.61,,08-23
114,002871,伟隆股份,0.54,28.57,,8.56,,2890.39,36.42,,08-23
115,300009,安科生物,0.16,1.31,,8.31,,11573.85,35.98,,08-23
116,002337,赛象科技,0.08,-300.0,,3.86,,4660.38,-295.06,,08-23
117,002366,台海核电,0.98,50.77,,21.36,,42581.92,50.4,,08-23
118,002481,双塔食品,0.03,-31.2,,1.65,,4340.33,-33.9,,08-23
119,002573,清新环境,0.29,16.0,,8.34,,31570.56,17.44,,08-23
120,002451,摩恩电气,0.05,316.67,,3.33,,2137.7,292.53,,08-23
121,002545,东方铁塔,0.06,-24.6,,1.07,,7383.05,27.05,,08-23
122,603598,引力传媒,0.08,14.29,,3.41,,2061.3,5.5,,08-23
123,300617,安靠智电,0.64,-16.77,,5.94,,3916.65,2.13,,08-23
124,600800,天津磁卡,-0.05,-8.94,,-32.49,,-3303.28,-8.87,,08-23
125,601101,昊华能源,0.4,-433.33,,6.95,,48036.21,-436.32,,08-23
126,000767,漳泽电力,-0.2,276.83,,-7.06,,-60052.01,414.02,,08-23
127,002073,软控股份,0.07,250.0,,1.35,,6166.97,238.83,,08-23
128,002181,粤传媒,-0.04,-39.75,,-1.33,,-5015.23,-39.79,,08-23
129,002234,民和股份,-0.6,-217.65,,-19.44,,-18254.52,-218.13,,08-23
130,002858,力盛赛车,-0.06,-40.1,,-1.68,,-370.2,-19.57,,08-23
131,300161,华中数控,0.02,-108.09,,0.28,,307.97,-108.55,,08-23
132,000728,国元证券,0.17,-34.62,,2.46,,51371.83,0.62,,08-23
133,300310,宜通世纪,0.13,-35.0,,4.15,,10339.77,21.98,,08-23
134,002609,捷顺科技,0.09,7.72,,2.68,,5668.16,21.2,,08-23
135,300393,中来股份,0.84,86.67,,14.78,,15386.17,89.63,10派1.5,08-23
136,002089,新海宜,0.04,-28.55,,2.91,,5602.07,42.67,,08-23
137,600531,豫光金铅,0.08,93.83,,2.79,,8560.06,138.54,,08-23
138,002865,钧达股份,0.21,-8.7,,3.32,,2145.69,3.7,,08-23
139,002330,得利斯,0.0,-93.13,,0.08,,111.96,-92.99,,08-23
140,300142,沃森生物,-0.03,-75.0,,-1.35,,-4301.62,-73.43,,08-23
141,300171,东富龙,0.13,-42.82,,2.77,,8204.08,-42.48,,08-23
142,300205,天喻信息,0.07,-16.1,,2.59,,2957.97,-16.1,,08-23
143,002473,*ST圣莱,-0.08,10.0,,-3.48,,-1229.89,5.64,,08-23
144,601177,杭齿前进,0.01,-55.08,,0.26,,423.02,-55.15,,08-23
145,002502,骅威文化,0.18,-14.29,,4.72,,15252.12,71.84,,08-23
146,000900,现代投资,0.4,18.82,,5.12,,40687.45,18.83,,08-23
147,002537,海联金汇,0.14,-26.32,,2.67,,17788.52,216.64,,08-23
148,002060,粤水电,0.04,-49.88,,1.87,,5142.0,0.19,,08-23
149,002280,联络互动,0.01,-88.89,,0.51,,3145.39,-83.78,,08-23
150,300042,朗科科技,0.17,15.48,,2.57,,2282.08,15.46,,08-23
151,002370,亚太药业,0.38,22.58,,4.55,,10160.73,58.79,10转10,08-23
152,300296,利亚德,0.23,-4.17,,8.0,,37090.72,102.04,,08-22
153,002550,千红制药,0.11,1.08,,6.0,,14399.82,0.8,,08-22
154,000959,首钢股份,0.18,5687.1,,3.75,,94889.51,5667.78,,08-22
155,603089,正裕工业,0.43,-28.33,,7.2,,4557.43,-4.62,,08-22
156,300415,伊之密,0.31,47.62,,14.81,,13342.96,161.75,,08-22
157,603298,杭叉集团,0.45,4.65,,8.49,,28126.1,23.06,,08-22
158,300483,沃施股份,0.18,-14.29,,2.73,,1100.71,-13.39,,08-22
159,600366,宁波韵升,0.3,-78.36,,3.66,,16184.61,-78.19,,08-22
160,603538,美诺华,0.29,-35.56,,3.27,,3282.96,-19.11,,08-22
161,300586,美联新材,0.27,-20.59,,4.6,,2601.79,7.27,,08-22
162,600550,保变电气,0.05,25.0,,15.34,,6926.36,8.76,,08-22
163,600593,大连圣亚,0.07,146.84,,1.55,,610.93,147.05,,08-22
164,002384,东山精密,0.11,-38.89,,3.34,,11933.06,-21.09,10派0.1,08-22
165,300160,秀强股份,0.19,57.23,,8.86,,11382.88,57.26,,08-22
166,600873,梅花生物,0.2,53.85,,6.69,,62044.31,53.54,,08-22
167,601599,鹿港文化,0.08,-11.11,,2.71,,7311.21,-9.46,,08-22
168,601965,中国汽研,0.14,16.67,,3.35,,13700.05,23.81,,08-22
169,300353,东土科技,0.08,6.45,,2.09,,4350.09,16.57,,08-22
170,002607,亚夏汽车,0.05,-37.5,,2.26,,4259.25,29.94,,08-22
171,603128,华贸物流,0.15,-6.25,,4.26,,15331.24,13.88,,08-22
172,603203,快克股份,0.49,-23.44,,9.07,,5915.56,32.96,,08-22
173,600305,恒顺醋业,0.16,23.55,,5.8,,9388.47,23.55,,08-22
174,300461,田中精机,0.22,340.0,,4.85,,1512.92,319.22,,08-22
175,300492,山鼎设计,0.05,0.0,,1.46,,436.75,15.38,,08-22
176,002218,拓日新能,0.14,50.0,,3.17,,8708.87,49.63,,08-22
177,300637,扬帆新材,0.24,-25.0,,6.44,,2359.7,-17.54,,08-22
178,002840,华统股份,0.35,20.69,,5.73,,6041.19,57.59,,08-22
179,002863,今飞凯达,0.18,-5.26,,4.94,,3412.06,10.11,,08-22
180,000090,天健集团,0.29,95.14,,5.34,,34610.32,95.04,,08-22
181,300096,易联众,-0.1,-3393.1,,-5.94,,-4105.8,-3338.87,,08-22
182,600792,云煤能源,-0.08,100.0,,-2.66,,-7813.48,127.7,,08-22
183,002534,杭锅股份,0.29,107.14,,7.96,,21617.18,151.86,,08-22
184,002571,*ST德力,0.08,-221.67,,2.12,,3146.91,-221.6,,08-22
185,603038,华立股份,0.64,-21.95,,4.84,,4074.97,-0.72,,08-22
186,000980,众泰汽车,0.12,71.43,,3.63,,22226.57,495.12,,08-22
187,002612,朗姿股份,0.14,41.35,,2.18,,5427.92,41.35,,08-22
188,002730,电光科技,0.07,16.67,,2.75,,2366.95,19.19,,08-22
189,300533,冰川网络,0.51,-56.78,,3.36,,5050.38,-43.08,,08-22
190,600438,通威股份,0.2,81.73,,6.56,,79162.24,242.31,,08-22
191,002822,中装建设,0.22,-21.43,,3.38,,6648.71,5.18,,08-22
192,600585,海螺水泥,1.27,101.59,,8.46,,671672.35,100.21,,08-22
193,002875,安奈儿,0.56,3.7,,10.1,,4445.34,10.54,,08-22
194,600802,福建水泥,-0.11,-60.63,,-5.93,,-4306.27,-60.66,,08-22
195,300218,安利股份,0.01,-90.93,,0.3,,303.9,-90.92,,08-22
196,000768,中航飞机,0.03,14.14,,0.6,,9161.67,14.05,,08-22
197,300329,海伦钢琴,0.08,13.38,,2.5,,2022.5,13.34,,08-22
198,603085,天成自控,0.12,-25.0,,2.98,,2786.13,70.01,,08-22
199,600243,青海华鼎,0.11,-218.79,,2.64,,4637.64,-214.18,,08-22
200,002025,航天电器,0.35,20.69,,6.68,,14893.22,18.13,,08-22
201,300477,合纵科技,0.12,9.09,,3.75,,3356.77,11.66,,08-22
202,603360,百傲化学,0.45,2.27,,9.21,,5460.71,25.5,,08-22
203,603520,司太立,0.45,0.0,,6.56,,5449.35,16.6,,08-22
204,002137,麦达数字,0.06,-73.13,,2.19,,3570.44,-72.61,,08-22
205,300580,贝斯特,0.31,-9.07,,5.34,,5856.5,16.16,,08-22
206,002295,精艺股份,0.15,740.68,,3.43,,3743.03,740.73,,08-22
207,002351,漫步者,0.12,48.75,,3.93,,7012.76,48.74,10派0.5,08-22
208,601137,博威合金,0.23,109.09,,4.59,,14645.58,197.38,,08-22
209,601567,三星医疗,0.16,-5.88,,3.32,,23159.05,13.65,,08-22
210,002593,日上集团,0.05,-28.57,,1.76,,3256.42,40.19,,08-22
211,600220,江苏阳光,0.02,-57.87,,1.79,,3528.62,-57.93,,08-22
212,603388,元成股份,0.35,75.0,,5.44,,3050.58,101.79,10转10,08-22
213,300517,海波重科,0.12,-52.0,,2.12,,1277.73,-33.37,,08-22
214,002143,印纪传媒,0.24,0.88,,11.21,,26777.95,2.95,,08-22
215,300588,熙菱信息,0.15,102.85,,4.81,,1495.4,170.55,,08-22
216,300631,久吾高科,0.09,22.71,,1.75,,829.05,43.2,,08-22
217,603991,至正股份,0.21,-12.5,,3.94,,1344.29,-0.93,,08-22
218,600845,宝信软件,0.26,6.1,,4.87,,20450.34,5.97,,08-22
219,600891,秋林集团,0.13,-43.48,,2.72,,7999.77,-43.92,,08-22
220,300206,理邦仪器,0.08,116.32,,3.99,,4883.82,116.35,,08-22
221,600052,浙江广厦,0.04,-92.86,,1.54,,3217.57,-93.42,,08-22
222,002010,传化智联,0.06,-57.14,,1.68,,18942.32,-57.14,,08-22
223,300430,诚益通,0.34,6.25,,3.69,,3464.53,12.67,10转6,08-22
224,603223,恒通股份,0.25,8.7,,4.65,,3012.57,7.14,,08-22
225,002049,紫光国芯,0.2,-17.84,,3.8,,12348.08,-17.86,,08-22
226,002669,康达新材,0.17,-32.65,,2.33,,3808.0,-22.21,,08-22
227,002696,百洋股份,0.08,5.35,,1.41,,1455.26,5.39,,08-22
228,300495,美尚生态,0.19,-46.95,,4.2,,11074.21,57.01,,08-22
229,002124,天邦股份,0.19,-39.77,,6.13,,13557.0,-33.32,,08-22
230,603819,神力股份,0.18,-35.71,,2.93,,2157.55,-13.63,,08-22
231,600583,海油工程,0.05,-75.0,,0.86,,19985.04,-77.03,,08-22
232,002282,博深工具,0.13,225.0,,5.52,,4520.56,253.03,,08-22
233,002873,新天药业,0.54,12.34,,8.76,,2963.67,19.35,,08-22
234,000159,国际实业,-0.13,289.75,,-2.8,,-6038.55,289.85,10派0.3,08-22
235,002483,润邦股份,0.11,-31.25,,2.15,,5262.51,-21.08,,08-22
236,601700,风范股份,0.1,0.0,,3.71,,11462.64,2.37,,08-22
237,300328,宜安科技,0.05,51.18,,2.84,,2105.24,53.77,,08-22
238,002576,通达动力,0.11,-380.99,,2.07,,1781.71,-381.21,,08-22
239,002621,三垒股份,0.03,-50.0,,0.77,,874.19,-33.23,,08-22
240,603298,杭叉集团,0.45,4.65,,8.49,,28126.1,23.06,,08-22
241,300483,沃施股份,0.18,-14.29,,2.73,,1100.71,-13.39,,08-22
242,600366,宁波韵升,0.3,-78.36,,3.66,,16184.61,-78.19,,08-22
243,603538,美诺华,0.29,-35.56,,3.27,,3282.96,-19.11,,08-22
244,300586,美联新材,0.27,-20.59,,4.6,,2601.79,7.27,,08-22
245,600550,保变电气,0.05,25.0,,15.34,,6926.36,8.76,,08-22
246,600593,大连圣亚,0.07,146.84,,1.55,,610.93,147.05,,08-22
247,002416,爱施德,0.15,65.98,,2.95,,15773.55,73.03,,08-22
248,300204,舒泰神,0.3,20.0,,7.33,,14256.28,20.45,,08-22
249,601599,鹿港文化,0.08,-11.11,,2.71,,7311.21,-9.46,,08-22
250,601965,中国汽研,0.14,16.67,,3.35,,13700.05,23.81,,08-22
251,300353,东土科技,0.08,6.45,,2.09,,4350.09,16.57,,08-22
252,002607,亚夏汽车,0.05,-37.5,,2.26,,4259.25,29.94,,08-22
253,603128,华贸物流,0.15,-6.25,,4.26,,15331.24,13.88,,08-22
254,603203,快克股份,0.49,-23.44,,9.07,,5915.56,32.96,,08-22
255,600305,恒顺醋业,0.16,23.55,,5.8,,9388.47,23.55,,08-22
256,300461,田中精机,0.22,340.0,,4.85,,1512.92,319.22,,08-22
257,300492,山鼎设计,0.05,0.0,,1.46,,436.75,15.38,,08-22
258,002218,拓日新能,0.14,50.0,,3.17,,8708.87,49.63,,08-22
259,300637,扬帆新材,0.24,-25.0,,6.44,,2359.7,-17.54,,08-22
260,002840,华统股份,0.35,20.69,,5.73,,6041.19,57.59,,08-22
261,002863,今飞凯达,0.18,-5.26,,4.94,,3412.06,10.11,,08-22
262,603989,艾华集团,0.52,15.96,,8.51,,15478.73,15.96,,08-22
263,002308,威创股份,0.12,33.33,,4.33,,10375.52,45.43,,08-22
264,000099,中信海直,0.07,-0.87,,1.44,,4132.18,-0.92,,08-22
265,000430,张家界,0.12,9.89,,5.61,,3865.03,10.27,,08-22
266,600855,航天长峰,0.0,-98.77,,0.01,,12.43,-98.85,,08-22
267,000619,海螺型材,0.01,-95.87,,0.1,,233.38,-95.88,,08-22
268,000712,锦龙股份,0.11,-38.89,,2.61,,9673.99,-41.2,,08-22
269,002456,欧菲光,0.23,-35.97,,6.85,,62005.95,68.69,,08-22
270,300247,乐金健康,0.04,101.41,,1.47,,3446.07,124.84,,08-22
271,300279,和晶科技,0.11,-66.33,,3.1,,5073.33,6.63,,08-22
272,300321,同大股份,0.11,-33.19,,1.66,,963.53,-33.17,,08-22
273,600311,荣华实业,0.01,-107.94,,0.4,,328.24,-107.81,,08-22
274,300472,新元科技,0.04,0.0,,1.04,,403.03,34.92,,08-22
275,600448,华纺股份,0.02,100.0,,0.9,,766.53,27.7,,08-22
276,002223,鱼跃医疗,0.4,-29.82,,7.86,,39812.73,20.13,,08-22
277,300649,杭州园林,0.24,9.09,,6.36,,1284.82,24.4,10转10,08-22
278,600771,广誉远,0.22,175.0,,4.5,,7867.58,265.48,,08-22
279,000636,风华高科,0.12,33.33,,2.45,,11168.95,38.37,,08-22
280,000952,广济药业,0.2,-11.06,,7.47,,5071.78,-10.84,,08-22
281,603088,宁波精达,0.13,-13.33,,2.26,,1069.72,-8.85,,08-22
282,000998,隆平高科,0.19,45.66,,4.06,,23402.48,50.88,,08-22
283,002627,宜昌交运,0.24,28.55,,3.41,,3203.73,28.55,,08-22
284,002029,七匹狼,0.16,14.29,,2.33,,12200.52,15.95,,08-22
285,300447,全信股份,0.23,-22.73,,9.5,,6366.59,32.36,,08-22
286,002709,天赐材料,0.55,-8.71,,10.36,,17678.17,-8.22,,08-22
287,600400,红豆股份,0.28,600.0,,11.5,,49837.18,742.28,,08-22
288,600589,广东榕泰,0.09,30.99,,2.16,,6528.33,30.64,,08-22
289,600732,ST新梅,0.16,-333.38,,16.91,,7148.39,-333.33,,08-22
290,002446,盛路通信,0.12,-57.14,,3.64,,9020.67,-28.5,,08-22
291,000738,航发控制,0.13,26.88,,2.86,,14326.35,26.8,,08-22
292,002500,山西证券,0.08,28.48,,1.92,,23738.4,30.9,,08-22
